	CM009	CM021	CM025	CM039	CM078	CM086	CM095	CM110	CM118	CM126	CM153	CM165	CM166	CM176	CM179	CM181	CM182	CM183	CM184	CM196	CM198	CM199	CM213	CM215	CM219	CM222	CM229	CM230	CM246	CM253	CM254	CM257	CM259	CM260	CM261	CM262	CM266	CM268	CM271	CM293	CM362	CM372	CM383	CM411	CM436	CM437	CM438	CM439	CM441	CM443	CM444	CM448	CM449	CM452	CM469	CM471	CM482	CM518	CM524	CM535	CM538	CM540	CM557
CM153	0.4913085928136545	0.46285303960581914	0.47648095806355345	0.36589947054654615	0.3399737349835241	0.4592272936214508	0.5332505467366775	0.4722594559721002	0.4448575930574687	0.46409413873232946	0.0	0.4289123946658573	0.42716827611248537	0.3903133831659525	0.40409322478352355	0.3927362335682414	0.4415979278185562	0.4018647647908905	0.39234051378645235	0.5080000893130843	0.46199848254754167	0.45823132493161156	0.3500862768248263	0.3763834363042718	0.4304406875801567	0.3882859605019661	0.4564689376994124	0.4216014492011357	0.3609625234693435	0.5058455552953615	0.4662176634482627	0.4105575363416135	0.39679519898873045	0.42296107625479534	0.434014936467104	0.461189184794066	0.515538059158649	0.5634108662030498	0.4982318935069509	0.49393515490891526	0.6597458744627187	0.47701145894290936	0.42720895624301447	0.38208037262792494	0.3569419211834991	0.4000690003175988	0.3467891805299421	0.45909756652061195	0.43148339575197514	0.4177066273349537	0.3915736105603132	0.48396869067365056	0.38887408501121756	0.36974359826220465	0.4740705778692203	0.4149117900955971	0.46388447781780257	0.4820701119668093	0.42480724921913815	0.4586342569439364	0.45379470860176263	0.52415450163984	0.44818252431258976
CM165	0.46808920761402906	0.4487285598769068	0.4510364131414219	0.4904239320157647	0.46247577047611366	0.34313681257861	0.5463032602253686	0.48936976202440086	0.47260311030983637	0.38493166484314884	0.4289123946658573	0.0	0.3820392703416926	0.37229071941478425	0.4538908081061056	0.3895348552840059	0.44638326866890915	0.416867532880778	0.38678649668925197	0.5182331691743354	0.49626999392316834	0.42794510598068575	0.38362839653275516	0.43337145489689033	0.4650234733428931	0.4501041256171931	0.5144369339495309	0.4362253467075712	0.3928262892085159	0.5268921545601781	0.4837677472773063	0.3917494310247289	0.4118733989708598	0.4143218830916582	0.48487647146004914	0.462326499153104	0.5686409628468566	0.593210276036222	0.5366473938608664	0.5011665846301266	0.6963819144621027	0.45822372964652774	0.47603220397238977	0.44409124670169114	0.4660649101947148	0.42025570565278303	0.4028699027775495	0.4516854598027522	0.4841893870244889	0.4193241201719061	0.4056779263161497	0.4619157380945725	0.5094064871705009	0.42049842723305414	0.4978564256991998	0.467068141554292	0.447718262195835	0.49172391165411883	0.4198077498421569	0.5115912724739698	0.534988916737073	0.5583788485271945	0.46345647931132367
CM166	0.5288724599555499	0.4879413276013567	0.5229425402463667	0.47221259619640943	0.5004206683763024	0.42458443481917807	0.6159378379385153	0.4465491369269329	0.4489422520764601	0.44596234145043184	0.42716827611248537	0.3820392703416926	0.0	0.4313962970470744	0.4210144509556085	0.46258122507056454	0.5012880355131075	0.4784118476481191	0.45118136675543935	0.5895701364401295	0.5316764195519491	0.484144733119079	0.4886143862754041	0.5275419050847518	0.5493865840005531	0.5237464231363376	0.5986320232085849	0.513396196739582	0.43458579430714567	0.598713393683953	0.5560945968016053	0.46921555266391723	0.4940928997372403	0.4582534888154426	0.5385496446146187	0.5275688909494022	0.6396197976698551	0.6502032091711673	0.5980112265510997	0.5249222725594149	0.734813425381721	0.5291626282366788	0.4824547634132429	0.5181345549812295	0.48527160176294626	0.5038169662405528	0.43886270452844	0.5667232476751873	0.44951083143949294	0.4984988910767234	0.47528601881131294	0.5583338037550071	0.5185381030063378	0.42682755456169086	0.5510348164242614	0.5613256266185523	0.5111692809730825	0.5753511555530721	0.5166599931290167	0.5875860827020899	0.6053992107030554	0.6419778981429802	0.42997428834037593
CM176	0.40910069667774773	0.38052795941818485	0.40111736886750765	0.4657406298929684	0.4694612938891934	0.3316556785008064	0.5000101873962929	0.49795646783819153	0.4682016759797541	0.43512629201156183	0.3903133831659525	0.37229071941478425	0.4313962970470744	0.0	0.30065068910098247	0.3102840497273014	0.3859688031195623	0.34248475433405406	0.2833762037685938	0.4641398796701793	0.3774986545571109	0.3615802006327207	0.380153622486524	0.43134608939698627	0.39840214456721107	0.34418826832110905	0.43822495911547793	0.3647441202750617	0.28025813441471625	0.47149533152675027	0.42765532682789636	0.32974855406931186	0.3209439087012939	0.29504884272856496	0.3568255376080513	0.3423716211529582	0.4850650073743427	0.5251038942018352	0.40371020481701364	0.37620100787774097	0.6573623189186987	0.3899645230685218	0.4462326412006471	0.39579721549433183	0.4149781372285795	0.34997696465054606	0.37021063225975126	0.4665274337780991	0.4210416139568681	0.37223440104760375	0.30693140682730957	0.4421961766259464	0.45908505076776307	0.33892485656031757	0.4107012594503914	0.41386545061560664	0.37699546343796136	0.4588122216054415	0.4122100469592072	0.4550201479844878	0.45568399652526836	0.5276194338501679	0.4079684427315783
CM179	0.43033544702597715	0.42201661871649804	0.42565375361428365	0.4650329206017369	0.5072617919150728	0.37912683363451377	0.5987980939258868	0.4629725803718329	0.45000661805638015	0.5160232151492691	0.40409322478352355	0.4538908081061056	0.4210144509556085	0.30065068910098247	0.0	0.41176625437377595	0.44314358061787346	0.42169357434947125	0.3452207724744867	0.5395441472020551	0.43996394536406735	0.3974625498334784	0.4540263581050563	0.5258661000021998	0.5131144577693291	0.453268977012761	0.5349289608931747	0.45331018139851365	0.3584379811293519	0.5564080925669619	0.5159291636162032	0.4296343159428426	0.39480493940831657	0.34016503837061735	0.4415965235371001	0.4246968612759427	0.5714056645439937	0.6101133233037694	0.49456096431812774	0.41333938062817327	0.7206436706279126	0.46366313420338207	0.4300366958609087	0.4994234192736161	0.44970313591594613	0.4448433364080761	0.3968873957135803	0.5487226341035281	0.42741455971746806	0.4367633364098115	0.38871052253152544	0.5307529740385247	0.4964775027627197	0.3412211960730239	0.4631858387189029	0.5264362773526137	0.4558746596626879	0.5342493834063544	0.5048680447041307	0.5379393213546275	0.5312215583908853	0.6120184947607804	0.37605462104693815
CM181	0.4283887731055952	0.40489954885483903	0.39827322158990713	0.4773843312216622	0.4697071288075045	0.38505947723068346	0.5065855556906784	0.4743773381909389	0.4555967887917195	0.3737103119091545	0.3927362335682414	0.3895348552840059	0.46258122507056454	0.3102840497273014	0.41176625437377595	0.0	0.3409952557829387	0.3099386117309539	0.28320101158489674	0.4378096655276442	0.40378967820549333	0.39932593359299307	0.35595562807018255	0.39967060246727126	0.37124546919393614	0.3713928100553823	0.42269686115078026	0.3715191643755987	0.3218010310601465	0.4258100357627039	0.37377186703979554	0.35478352977346334	0.2885535865261148	0.27670277183518044	0.3656437121090534	0.3499001208858343	0.466272372734873	0.4751409668546706	0.38901939683582	0.4145482826914785	0.6346677525461476	0.3914243428811337	0.4219697085658621	0.3835876208415665	0.4095736365734801	0.35202139092080864	0.3795843646892217	0.3935174050559765	0.3947756404856721	0.34266329302821597	0.31234218022446647	0.39519715534726185	0.38880534544431605	0.37624652006850545	0.36714668488134206	0.42453553946110056	0.38488182030047074	0.40589892476511313	0.36959501167277387	0.41105356359365336	0.4706305811516159	0.5187540352744247	0.4504141598257002
CM182	0.4384230678271111	0.43219123871111287	0.42942670223734547	0.490070788437513	0.46391423046220465	0.4434210783952643	0.49658949431290056	0.4863525106852469	0.5035773982587755	0.45213068228390985	0.4415979278185562	0.44638326866890915	0.5012880355131075	0.3859688031195623	0.44314358061787346	0.3409952557829387	0.0	0.3156381660885712	0.3288639709153896	0.4530968032384866	0.41598339043231564	0.40383182123444117	0.42888713445705356	0.40585747016336143	0.442435628950976	0.40620952864470766	0.45281375667338136	0.39872094272768566	0.42186925846969614	0.44271738355913226	0.3854435696293931	0.3956783619151839	0.3269764857028116	0.34794089944330725	0.38871907252759824	0.4122160807688614	0.4936318007580273	0.48240671053006	0.4282973526759686	0.4146226691571672	0.6330320787907935	0.4220167036653819	0.4979114762295958	0.4229582749314476	0.4481217434639797	0.399869808328756	0.40547051784331156	0.4411969830583471	0.42510300517780936	0.394708195773345	0.36717123280153513	0.42117183136332464	0.44472263006372464	0.3927291100821958	0.40068220031570706	0.4562683055851039	0.4200889014041602	0.44534743245381003	0.4234654238931262	0.45471891337446213	0.4808130142967034	0.5177723598323218	0.45678329924248157
CM183	0.4132554761554821	0.3963147374777437	0.3953479360471789	0.42021868635298776	0.43709145308932973	0.4067407787134854	0.4835527217617624	0.4923288748844991	0.49270371333061475	0.43552394689494367	0.4018647647908905	0.416867532880778	0.4784118476481191	0.34248475433405406	0.42169357434947125	0.3099386117309539	0.3156381660885712	0.0	0.3108172059954438	0.4219106811284669	0.37519774916726467	0.3949563774296968	0.40263210220070694	0.37559138350552246	0.3544748082760524	0.38458916051319114	0.4319411573166787	0.3612486212423742	0.38710788193376594	0.4047809401825747	0.36228218119026206	0.3445170676442501	0.28401764129025414	0.31110886570578794	0.35642004621147844	0.3803402837339688	0.45488948991801026	0.4834650495430433	0.3973289836022167	0.39398720225234013	0.6254702672325995	0.38111363730741626	0.4551917269044346	0.3763075847458514	0.4001312962465385	0.3674705365369218	0.3989517073920635	0.3858363606645653	0.38460747668397094	0.3394831669221317	0.3331755639361829	0.3695580976831098	0.42493406808315604	0.38532277152505334	0.3766740239378909	0.41269988522114864	0.38254800848725823	0.39264247998657714	0.3997121455429623	0.4072690885548782	0.45138456062619103	0.4833450399377079	0.44928701604062354
CM184	0.3949281961716566	0.37589147913104237	0.3698698524589555	0.46988057448575915	0.45395472460848263	0.341303019470882	0.5172762989573993	0.45596819624775287	0.44708422446058677	0.4016880454060036	0.39234051378645235	0.38678649668925197	0.45118136675543935	0.2833762037685938	0.3452207724744867	0.28320101158489674	0.3288639709153896	0.3108172059954438	0.0	0.4350049967167142	0.38356221847315125	0.3345296148074765	0.37391374513444786	0.4056481911708085	0.40385612657808645	0.36105736675039074	0.45860695300269366	0.38360013252677844	0.3141902920834282	0.46307306205861454	0.4175722446209604	0.32091308036062166	0.2572069708492101	0.23336997273616014	0.36243951662443374	0.3334714232276062	0.4766629732796265	0.5169928432638905	0.4247156467709993	0.3920642851348608	0.6483653311588677	0.4078425613552071	0.46331571501056873	0.4064635154606398	0.4297636563800061	0.34800835396445967	0.34923610521753484	0.43732755767651793	0.3881347609696477	0.32651026070971867	0.2996959641473384	0.42902503349843035	0.4360543059726486	0.3270141643882295	0.3556784459791988	0.41300166073953737	0.3636736075378011	0.44117760035904807	0.3877574225744243	0.4465611912826774	0.46419144595741074	0.5397371105829321	0.4175347760432118
CM196	0.48474039290268056	0.4829882927162228	0.48140517558331297	0.5172276984548854	0.4773792567287952	0.5190364298703611	0.40005048426960177	0.6142073347840398	0.5892507969324062	0.5197572138888092	0.5080000893130843	0.5182331691743354	0.5895701364401295	0.4641398796701793	0.5395441472020551	0.4378096655276442	0.4530968032384866	0.4219106811284669	0.4350049967167142	0.0	0.4030244659666865	0.4478013918110932	0.4667170076723471	0.43467253217790447	0.41185121299663824	0.4233707232369553	0.4247653721213095	0.40405135319530994	0.49192015512072884	0.37626254780055507	0.37748174738717677	0.4092667309212843	0.4271664039411754	0.45821191189548627	0.4474758205605098	0.45404358836570247	0.3643837538056375	0.3724217137114972	0.40580830143777863	0.43645393584234227	0.5746414318138702	0.4092441401017471	0.5279136729542449	0.45284849344037476	0.442326254956335	0.4225801940024539	0.4631939193973194	0.4322769262841658	0.46880646156958294	0.43810010169813474	0.4264185595634175	0.42777226707100974	0.4885476202009133	0.5069098183075994	0.423875619156435	0.4279298252103155	0.4685985821879013	0.4595477252887776	0.4353955755340671	0.419117679456736	0.4620350385143539	0.4715708912289474	0.5594436234831217
