#SampleID	BarcodeSequence	LinkerPrimerSequence	lowry_sample_ID	orig_lowry_sample_id	sampling_date	reactor	noodle	quarter	1-4-Dioxane_sed_tank_ug_per_L	1-4-Dioxane_sed_tank_sampling_date	Tetrahydrofuran_sed_tank_ug_per_L	Tetrahydrofuran_sed_tank_sampling_date	total_N_sed_tank_ug_per_L	total_N_sed_tank_sampling_date	1-2-Dichloroethane_sed_tank_ug_per_L	1-2-Dichloroethane_sed_tank_sampling_date
CM001			01-18-22_R1_N006_C	01-17-22:R1:N006:C	2022-01-18	R1	2022-01-18_R1_N006	C	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM002			01-18-22_R2_N001_C	01-18-22:R2:N001:C	2022-01-18	R2	2022-01-18_R2_N001	C	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM003			01-18-22_R2_N001_D	01-18-22:R2:N001:D	2022-01-18	R2	2022-01-18_R2_N001	D	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM004			01-18-22_R2_N002_C	01-18-22:R2:N002:C	2022-01-18	R2	2022-01-18_R2_N002	C	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM005			01-18-22_R2_N002_D	01-18-22:R2:N002:D	2022-01-18	R2	2022-01-18_R2_N002	D	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM006			01-18-22_R2_N003_C	01-18-22:R2:N003:C	2022-01-18	R2	2022-01-18_R2_N003	C	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM007			01-18-22_R2_N003_D	01-18-22:R2:N003:D	2022-01-18	R2	2022-01-18_R2_N003	D	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM008			01-18-22_R2_N004_C	01-18-22:R2:N004:C	2022-01-18	R2	2022-01-18_R2_N004	C	15000.0	2022-01-18	16000.0	2022-01-18	82.0	2022-01-18	5600.0	2022-01-18
CM009			01-25-22_R1_N003_C	01-25-22:R1:N003:C	2022-01-25	R1	2022-01-25_R1_N003	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM010			01-25-22_R1_N004_D	01-25-22:R1:N004:D	2022-01-25	R1	2022-01-25_R1_N004	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM011			01-25-22_R1_N005_C	01-25-22:R1:N005:C	2022-01-25	R1	2022-01-25_R1_N005	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM012			01-25-22_R1_N005_D	01-25-22:R1:N005:D	2022-01-25	R1	2022-01-25_R1_N005	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM013			01-25-22_R1_N006_D	01-25-22:R1:N006:D	2022-01-25	R1	2022-01-25_R1_N006	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM014			01-25-22_R2_N001_A	01-25-22:R2:N001:A	2022-01-25	R2	2022-01-25_R2_N001	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM015			01-25-22_R2_N001_B	01-25-22:R2:N001:B	2022-01-25	R2	2022-01-25_R2_N001	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM016			01-25-22_R2_N001_C	01-25-22:R2:N001:C	2022-01-25	R2	2022-01-25_R2_N001	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM017			01-25-22_R2_N002_A	01-25-22:R2:N002:A	2022-01-25	R2	2022-01-25_R2_N002	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM018			01-25-22_R2_N002_B	01-25-22:R2:N002:B	2022-01-25	R2	2022-01-25_R2_N002	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM019			01-25-22_R2_N002_C	01-25-22:R2:N002:C	2022-01-25	R2	2022-01-25_R2_N002	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM020			01-25-22_R2_N002_C	01-25-22:R2:N002:C	2022-01-25	R2	2022-01-25_R2_N002	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM021			01-25-22_R2_N002_D	01-25-22:R2:N002:D	2022-01-25	R2	2022-01-25_R2_N002	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM022			01-25-22_R2_N003_A	01-25-22:R2:N003:A	2022-01-25	R2	2022-01-25_R2_N003	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM023			01-25-22_R2_N003_B	01-25-22:R2:N003:B	2022-01-25	R2	2022-01-25_R2_N003	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM024			01-25-22_R2_N003_C	01-25-22:R2:N003:C	2022-01-25	R2	2022-01-25_R2_N003	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM025			01-25-22_R2_N003_D	01-25-22:R2:N003:D	2022-01-25	R2	2022-01-25_R2_N003	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM026			01-25-22_R2_N004_A	01-25-22:R2:N004:A	2022-01-25	R2	2022-01-25_R2_N004	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM027			01-25-22_R2_N004_B	01-25-22:R2:N004:B	2022-01-25	R2	2022-01-25_R2_N004	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM028			01-25-22_R2_N004_C	01-25-22:R2:N004:C	2022-01-25	R2	2022-01-25_R2_N004	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM029			01-25-22_R2_N004_D	01-25-22:R2:N004:D	2022-01-25	R2	2022-01-25_R2_N004	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM030			01-25-22_R2_N005_A	01-25-22:R2:N005:A	2022-01-25	R2	2022-01-25_R2_N005	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM031			01-25-22_R2_N005_B	01-25-22:R2:N005:B	2022-01-25	R2	2022-01-25_R2_N005	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM032			01-25-22_R2_N005_C	01-25-22:R2:N005:C	2022-01-25	R2	2022-01-25_R2_N005	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM033			01-25-22_R2_N005_D	01-25-22:R2:N005:D	2022-01-25	R2	2022-01-25_R2_N005	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM034			01-25-22_R2_N006_A	01-25-22:R2:N006:A	2022-01-25	R2	2022-01-25_R2_N006	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM035			01-25-22_R2_N006_B	01-25-22:R2:N006:B	2022-01-25	R2	2022-01-25_R2_N006	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM036			01-25-22_R2_N006_C	01-25-22:R2:N006:C	2022-01-25	R2	2022-01-25_R2_N006	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM037			01-25-22_R2_N006_D	01-25-22:R2:N006:D	2022-01-25	R2	2022-01-25_R2_N006	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM038			01-25-22_R3_N001_A	01-25-22:R3:N001:A	2022-01-25	R3	2022-01-25_R3_N001	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM039			01-25-22_R3_N001_B	01-25-22:R3:N001:B	2022-01-25	R3	2022-01-25_R3_N001	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM040			01-25-22_R3_N001_C	01-25-22:R3:N001:C	2022-01-25	R3	2022-01-25_R3_N001	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM041			01-25-22_R3_N001_D	01-25-22:R3:N001:D	2022-01-25	R3	2022-01-25_R3_N001	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM042			01-25-22_R3_N001_D	01-25-22:R3:N001:D	2022-01-25	R3	2022-01-25_R3_N001	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM043			01-25-22_R3_N002_A	01-25-22:R3:N002:A	2022-01-25	R3	2022-01-25_R3_N002	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM044			01-25-22_R3_N002_B	01-25-22:R3:N002:B	2022-01-25	R3	2022-01-25_R3_N002	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM045			01-25-22_R3_N002_D	01-25-22:R3:N002:D	2022-01-25	R3	2022-01-25_R3_N002	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM046			01-25-22_R3_N003_A	01-25-22:R3:N003:A	2022-01-25	R3	2022-01-25_R3_N003	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM047			01-25-22_R3_N003_B	01-25-22:R3:N003:B	2022-01-25	R3	2022-01-25_R3_N003	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM048			01-25-22_R3_N003_C	01-25-22:R3:N003:C	2022-01-25	R3	2022-01-25_R3_N003	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM049			01-25-22_R3_N003_D	01-25-22:R3:N003:D	2022-01-25	R3	2022-01-25_R3_N003	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM050			01-25-22_R3_N004_A	01-25-22:R3:N004:A	2022-01-25	R3	2022-01-25_R3_N004	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM051			01-25-22_R3_N004_B	01-25-22:R3:N004:B	2022-01-25	R3	2022-01-25_R3_N004	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM052			01-25-22_R3_N004_C	01-25-22:R3:N004:C	2022-01-25	R3	2022-01-25_R3_N004	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM053			01-25-22_R3_N004_D	01-25-22:R3:N004:D	2022-01-25	R3	2022-01-25_R3_N004	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM054			01-25-22_R3_N005_A	01-25-22:R3:N005:A	2022-01-25	R3	2022-01-25_R3_N005	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM055			01-25-22_R3_N005_B	01-25-22:R3:N005:B	2022-01-25	R3	2022-01-25_R3_N005	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM056			01-25-22_R3_N005_C	01-25-22:R3:N005:C	2022-01-25	R3	2022-01-25_R3_N005	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM057			01-25-22_R3_N005_D	01-25-22:R3:N005:D	2022-01-25	R3	2022-01-25_R3_N005	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM058			01-25-22_R3_N006_A	01-25-22:R3:N006:A	2022-01-25	R3	2022-01-25_R3_N006	A	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM059			01-25-22_R3_N006_B	01-25-22:R3:N006:B	2022-01-25	R3	2022-01-25_R3_N006	B	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM060			01-25-22_R3_N006_C	01-25-22:R3:N006:C	2022-01-25	R3	2022-01-25_R3_N006	C	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM061			01-25-22_R3_N006_D	01-25-22:R3:N006:D	2022-01-25	R3	2022-01-25_R3_N006	D	16000.0	2022-01-25	23000.0	2022-01-25	84.0	2022-01-25	6300.0	2022-01-25
CM062			03-26-19_R1_N001_A	03-26-19:R1:N001:A	2019-03-26	R1	2019-03-26_R1_N001	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM063			03-26-19_R1_N001_B	03-26-19:R1:N001:B	2019-03-26	R1	2019-03-26_R1_N001	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM064			03-26-19_R1_N001_C	03-26-19:R1:N001:C	2019-03-26	R1	2019-03-26_R1_N001	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM065			03-26-19_R1_N001_D	03-26-19:R1:N001:D	2019-03-26	R1	2019-03-26_R1_N001	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM066			03-26-19_R1_N002_A	03-26-19:R1:N002:A	2019-03-26	R1	2019-03-26_R1_N002	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM067			03-26-19_R1_N002_B	03-26-19:R1:N002:B	2019-03-26	R1	2019-03-26_R1_N002	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM068			03-26-19_R1_N002_C	03-26-19:R1:N002:C	2019-03-26	R1	2019-03-26_R1_N002	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM069			03-26-19_R1_N002_D	03-26-19:R1:N002:D	2019-03-26	R1	2019-03-26_R1_N002	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM070			03-26-19_R1_N003_A	03-26-19:R1:N003:A	2019-03-26	R1	2019-03-26_R1_N003	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM071			03-26-19_R1_N003_B	03-26-19:R1:N003:B	2019-03-26	R1	2019-03-26_R1_N003	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM072			03-26-19_R1_N003_C	03-26-19:R1:N003:C	2019-03-26	R1	2019-03-26_R1_N003	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM073			03-26-19_R1_N003_D	03-26-19:R1:N003:D	2019-03-26	R1	2019-03-26_R1_N003	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM074			03-26-19_R1_N004_A	03-26-19:R1:N004:A	2019-03-26	R1	2019-03-26_R1_N004	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM075			03-26-19_R1_N004_B	03-26-19:R1:N004:B	2019-03-26	R1	2019-03-26_R1_N004	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM076			03-26-19_R1_N004_C	03-26-19:R1:N004:C	2019-03-26	R1	2019-03-26_R1_N004	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM077			03-26-19_R1_N004_D	03-26-19:R1:N004:D	2019-03-26	R1	2019-03-26_R1_N004	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM078			03-26-19_R1_N005_A	03-26-19:R1:N005:A	2019-03-26	R1	2019-03-26_R1_N005	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM079			03-26-19_R1_N005_B	03-26-19:R1:N005:B	2019-03-26	R1	2019-03-26_R1_N005	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM080			03-26-19_R1_N005_C	03-26-19:R1:N005:C	2019-03-26	R1	2019-03-26_R1_N005	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM081			03-26-19_R1_N005_D	03-26-19:R1:N005:D	2019-03-26	R1	2019-03-26_R1_N005	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM082			03-26-19_R1_N006_A	03-26-19:R1:N006:A	2019-03-26	R1	2019-03-26_R1_N006	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM083			03-26-19_R1_N006_B	03-26-19:R1:N006:B	2019-03-26	R1	2019-03-26_R1_N006	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM084			03-26-19_R1_N006_C	03-26-19:R1:N006:C	2019-03-26	R1	2019-03-26_R1_N006	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM085			03-26-19_R1_N006_D	03-26-19:R1:N006:D	2019-03-26	R1	2019-03-26_R1_N006	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM086			03-26-19_R2_N001_A	03-26-19:R2:N001:A	2019-03-26	R2	2019-03-26_R2_N001	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM087			03-26-19_R2_N001_B	03-26-19:R2:N001:B	2019-03-26	R2	2019-03-26_R2_N001	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM088			03-26-19_R2_N001_C	03-26-19:R2:N001:C	2019-03-26	R2	2019-03-26_R2_N001	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM089			03-26-19_R2_N001_D	03-26-19:R2:N001:D	2019-03-26	R2	2019-03-26_R2_N001	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM090			03-26-19_R2_N002_A	03-26-19:R2:N002:A	2019-03-26	R2	2019-03-26_R2_N002	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM091			03-26-19_R2_N002_B	03-26-19:R2:N002:B	2019-03-26	R2	2019-03-26_R2_N002	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM092			03-26-19_R2_N002_C	03-26-19:R2:N002:C	2019-03-26	R2	2019-03-26_R2_N002	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM093			03-26-19_R2_N002_D	03-26-19:R2:N002:D	2019-03-26	R2	2019-03-26_R2_N002	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM094			03-26-19_R2_N003_A	03-26-19:R2:N003:A	2019-03-26	R2	2019-03-26_R2_N003	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM095			03-26-19_R2_N003_B	03-26-19:R2:N003:B	2019-03-26	R2	2019-03-26_R2_N003	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM096			03-26-19_R2_N003_C	03-26-19:R2:N003:C	2019-03-26	R2	2019-03-26_R2_N003	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM097			03-26-19_R2_N003_D	03-26-19:R2:N003:D	2019-03-26	R2	2019-03-26_R2_N003	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM098			03-26-19_R2_N004_A	03-26-19:R2:N004:A	2019-03-26	R2	2019-03-26_R2_N004	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM099			03-26-19_R2_N004_B	03-26-19:R2:N004:B	2019-03-26	R2	2019-03-26_R2_N004	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM100			03-26-19_R2_N004_C	03-26-19:R2:N004:C	2019-03-26	R2	2019-03-26_R2_N004	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM101			03-26-19_R2_N004_D	03-26-19:R2:N004:D	2019-03-26	R2	2019-03-26_R2_N004	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM102			03-26-19_R2_N005_A	03-26-19:R2:N005:A	2019-03-26	R2	2019-03-26_R2_N005	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM103			03-26-19_R2_N005_B	03-26-19:R2:N005:B	2019-03-26	R2	2019-03-26_R2_N005	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM104			03-26-19_R2_N005_C	03-26-19:R2:N005:C	2019-03-26	R2	2019-03-26_R2_N005	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM105			03-26-19_R2_N005_D	03-26-19:R2:N005:D	2019-03-26	R2	2019-03-26_R2_N005	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM106			03-26-19_R2_N006_A	03-26-19:R2:N006:A	2019-03-26	R2	2019-03-26_R2_N006	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM107			03-26-19_R2_N006_B	03-26-19:R2:N006:B	2019-03-26	R2	2019-03-26_R2_N006	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM108			03-26-19_R2_N006_C	03-26-19:R2:N006:C	2019-03-26	R2	2019-03-26_R2_N006	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM109			03-26-19_R2_N006_D	03-26-19:R2:N006:D	2019-03-26	R2	2019-03-26_R2_N006	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM110			03-26-19_R3_N001_A	03-26-19:R3:N001:A	2019-03-26	R3	2019-03-26_R3_N001	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM111			03-26-19_R3_N001_B	03-26-19:R3:N001:B	2019-03-26	R3	2019-03-26_R3_N001	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM112			03-26-19_R3_N001_C	03-26-19:R3:N001:C	2019-03-26	R3	2019-03-26_R3_N001	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM113			03-26-19_R3_N001_D	03-26-19:R3:N001:D	2019-03-26	R3	2019-03-26_R3_N001	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM114			03-26-19_R3_N002_A	03-26-19:R3:N002:A	2019-03-26	R3	2019-03-26_R3_N002	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM115			03-26-19_R3_N002_B	03-26-19:R3:N002:B	2019-03-26	R3	2019-03-26_R3_N002	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM116			03-26-19_R3_N002_C	03-26-19:R3:N002:C	2019-03-26	R3	2019-03-26_R3_N002	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM117			03-26-19_R3_N002_D	03-26-19:R3:N002:D	2019-03-26	R3	2019-03-26_R3_N002	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM118			03-26-19_R3_N003_A	03-26-19:R3:N003:A	2019-03-26	R3	2019-03-26_R3_N003	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM119			03-26-19_R3_N003_B	03-26-19:R3:N003:B	2019-03-26	R3	2019-03-26_R3_N003	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM120			03-26-19_R3_N003_C	03-26-19:R3:N003:C	2019-03-26	R3	2019-03-26_R3_N003	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM121			03-26-19_R3_N003_D	03-26-19:R3:N003:D	2019-03-26	R3	2019-03-26_R3_N003	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM122			03-26-19_R3_N004_A	03-26-19:R3:N004:A	2019-03-26	R3	2019-03-26_R3_N004	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM123			03-26-19_R3_N004_B	03-26-19:R3:N004:B	2019-03-26	R3	2019-03-26_R3_N004	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM124			03-26-19_R3_N004_C	03-26-19:R3:N004:C	2019-03-26	R3	2019-03-26_R3_N004	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM125			03-26-19_R3_N004_D	03-26-19:R3:N004:D	2019-03-26	R3	2019-03-26_R3_N004	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM126			03-26-19_R3_N005_A	03-26-19:R3:N005:A	2019-03-26	R3	2019-03-26_R3_N005	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM127			03-26-19_R3_N005_B	03-26-19:R3:N005:B	2019-03-26	R3	2019-03-26_R3_N005	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM128			03-26-19_R3_N005_C	03-26-19:R3:N005:C	2019-03-26	R3	2019-03-26_R3_N005	C	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM129			03-26-19_R3_N005_D	03-26-19:R3:N005:D	2019-03-26	R3	2019-03-26_R3_N005	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM130			03-26-19_R3_N006_A	03-26-19:R3:N006:A	2019-03-26	R3	2019-03-26_R3_N006	A	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM131			03-26-19_R3_N006_B	03-26-19:R3:N006:B	2019-03-26	R3	2019-03-26_R3_N006	B	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
CM132			03-26-19_R3_N006_D	03-26-19:R3:N006:D	2019-03-26	R3	2019-03-26_R3_N006	D	28000.0	2019-03-26	31000.0	2019-03-26	100.0	2019-03-26	100.0	2019-03-26
