	CM003	CM006	CM007	CM009	CM018	CM021	CM025	CM033	CM039	CM040	CM041	CM048	CM061	CM064	CM068	CM078	CM081	CM084	CM085	CM086	CM087	CM089	CM095	CM096	CM107	CM110	CM112	CM113	CM115	CM117	CM118	CM126	CM130	CM141	CM145	CM153	CM154	CM155	CM156	CM159	CM160	CM165	CM166	CM168	CM171	CM176	CM179	CM181	CM182	CM183	CM184	CM185	CM190	CM194	CM196	CM197	CM198	CM199	CM213	CM215	CM217	CM219	CM221	CM222	CM227	CM228	CM229	CM230	CM244	CM246	CM247	CM250	CM253	CM254	CM255	CM257	CM259	CM260	CM261	CM262	CM263	CM264	CM265	CM266	CM268	CM271	CM273	CM279	CM293	CM297	CM298	CM312	CM316	CM321	CM324	CM325	CM341	CM345	CM348	CM360	CM362	CM363	CM371	CM372	CM383	CM387	CM388	CM396	CM404	CM405	CM406	CM411	CM431	CM434	CM435	CM436	CM437	CM438	CM439	CM441	CM442	CM443	CM444	CM445	CM448	CM449	CM451	CM452	CM455	CM457	CM459	CM461	CM469	CM471	CM476	CM482	CM485	CM486	CM489	CM501	CM503	CM515	CM517	CM518	CM520	CM521	CM522	CM524	CM526	CM531	CM534	CM535	CM538	CM539	CM540	CM544	CM545	CM547	CM548	CM549	CM554	CM557	CM558
CM003	0.0	0.06280369757793094	0.09114772080494134	0.09747781028850039	0.0523077629915243	0.07701463276006193	0.07992554388869301	0.057408729794739766	0.13913623096177113	0.09637720209214924	0.10072750445111832	0.07576110899432299	0.07368175074721167	0.12225319678884501	0.12876545181186566	0.14025723149169422	0.13675771800878497	0.18339902370521485	0.1766951932345605	0.12433346154591596	0.1259170715418243	0.1079078533793482	0.07833618755166911	0.09938367991866215	0.2043405121346064	0.22669838072265208	0.17239776605282142	0.1439130544748332	0.13624059293337254	0.11501683207578221	0.23502622705896437	0.21969009484901772	0.20026333537610455	0.16180669687350052	0.16007044897652536	0.1336826376480653	0.16673402856823755	0.198067010008852	0.2045127485316701	0.152939095406132	0.14710190557097685	0.22708570239921322	0.22643078561712532	0.11593205894611591	0.117633307038778	0.0848552955477316	0.08365539620119258	0.07946705278880302	0.07034308645408172	0.08291718174867709	0.08663746151746445	0.07350985984108549	0.08096757820053244	0.10691302230664017	0.11852301823398796	0.13078191067351827	0.10583729465320875	0.11065973136126715	0.10176088286547096	0.07472614779139508	0.10591452994078877	0.09114715671027043	0.12908681162606397	0.11022816228365406	0.09426611580885483	0.06099788094221189	0.09693752316834713	0.14229469200779268	0.09368626828679158	0.07072787176514254	0.09110136125000207	0.08209978625562434	0.09111619271752536	0.07856790125084737	0.0895331612596594	0.08175638366745488	0.09692645961644959	0.08998180730679	0.10194204223995659	0.07926926623230339	0.0686296011337902	0.08359501882576796	0.09269788310347968	0.09243379850608403	0.09499488685498632	0.08801599339742855	0.2111835424817733	0.11859205263612602	0.09847454642605147	0.09920308367855638	0.09668154294004933	0.1708723042094393	0.17840437767934758	0.2026071029893097	0.08709624181489087	0.16434185152717254	0.058083054170576895	0.09015667382317943	0.18215448485482708	0.10392615655508806	0.19451975013837858	0.11025445960955746	0.09636562120041092	0.10762769151050687	0.15982855155830236	0.1786471199865355	0.18526695592812786	0.09455031254176097	0.10860207408382817	0.07951864924488312	0.05518971219459135	0.09098949397561686	0.07369966325220892	0.13236510528363288	0.13966620820559697	0.12482052015744313	0.10975287852499813	0.08814924360844759	0.10341879074058767	0.08297214922984078	0.1216064420980518	0.0979331072138857	0.10980426691977038	0.09594974541063982	0.104223481044	0.10509514261021595	0.11855054415154918	0.09580168853970633	0.07895474128156227	0.08070971654870972	0.0896816666502698	0.09197801127995962	0.1048085320123134	0.06855544974612274	0.08742041205497024	0.09205657990998112	0.09889051835208267	0.07821625724254809	0.09368729517659165	0.10358525926744458	0.0832633117838025	0.14400870313807684	0.1481165951730327	0.12681459790626268	0.09952179423504443	0.14258546517828188	0.14244915182314627	0.14208741372600614	0.05201792039890124	0.1355381850864361	0.09471246390173352	0.0864543242184808	0.11241083014100865	0.1274128501724723	0.10320875521383116	0.12038053275340585	0.1194642861209206	0.10237194079291274	0.14573164057435778	0.12764048087268645	0.08726889675071083	0.12289615897098984	0.10962513224915932
CM006	0.06280369757793094	0.0	0.10633180883266383	0.0724128017784218	0.07533623648403276	0.055020150929326606	0.07525232563402155	0.051849876698659425	0.10589388346093372	0.07985055432632239	0.09605102321841506	0.09060818481114993	0.07673462803736147	0.09689866633157608	0.10380795886482998	0.11684044991969847	0.10568475565597649	0.15373407097969155	0.15224360441956078	0.09938315630114006	0.11662995627595774	0.08184143428008946	0.09768237388115451	0.11498143054804415	0.17431650387730566	0.19975308227732821	0.14727302191718394	0.11702220303443402	0.1434628492500559	0.09095058480506045	0.20475170645458654	0.19397647760371456	0.17304127339524084	0.1414053361512293	0.134021488392771	0.10695429795758182	0.13959453361230698	0.17269517310742416	0.18191472232544356	0.12918127949025007	0.12240744030410312	0.20031776692024497	0.20086180232663148	0.09726928697629778	0.09297774205986513	0.09092158781166734	0.08123711787698214	0.08803381591401366	0.09777619691539235	0.08712835380233817	0.0886433100563274	0.0812189069083929	0.08744690017395654	0.0963719691546629	0.09547150073637059	0.11260366943131352	0.08452946379166645	0.08065847331485872	0.10974526317221849	0.09413014345328484	0.1399028137311997	0.12089334735512677	0.1295142354618779	0.11882888457960293	0.13121998410319433	0.09400823072227252	0.12649311129569002	0.12870438637940212	0.11282572981742214	0.08704050722507158	0.11952296596285117	0.09489316626563067	0.08750497039937043	0.07359529260973303	0.10227489257096258	0.10130680769579367	0.12535192769955358	0.10882960267853845	0.08836187059343593	0.08030672568137744	0.08140672662192935	0.09463114650987155	0.09165162223835678	0.09073365143761511	0.10627281493065599	0.09754354871054219	0.19669978865445117	0.11726868798344608	0.08114173886235772	0.0921320622830834	0.0861767230020888	0.14096358084246957	0.14569600859754325	0.17858448059891474	0.09224750395701835	0.130052028256451	0.07146119798880189	0.10562225670431805	0.15954529466695289	0.09049352684203697	0.17905664372660815	0.10255369214238914	0.08289527472324744	0.08609618928817078	0.12873293834302918	0.14866426825104007	0.15759652831952867	0.08536090207029037	0.13934774065717997	0.10348470576285597	0.08317069338961994	0.11134251689264363	0.07433783092472214	0.1057219161011122	0.12120371342419772	0.1437334041782488	0.13021906555746002	0.10328051556292724	0.12123242719485051	0.09538806067296378	0.12005474775334293	0.11861395144292439	0.10458202053420501	0.09682492225965554	0.12413964049787142	0.12434318117952126	0.14136589871074065	0.09819186193428037	0.0850872788378231	0.10339002753479276	0.08729456572611097	0.1014948364184671	0.09524410240719106	0.09768108066518785	0.10607592130073354	0.07615499932225647	0.08568324564124936	0.06144879544153155	0.07822425180330089	0.1055848724725005	0.09626553395292557	0.12106909505117308	0.1308931950007756	0.1037624640686172	0.11925415980151202	0.11450713371770872	0.12244708275126888	0.11301913737818181	0.0772747405853059	0.12475852496651835	0.0878717023937492	0.08787016813628053	0.09926724637175506	0.11384777520581839	0.11422234163885188	0.12850592039374206	0.10586461308466784	0.09166982706960305	0.13025447925828765	0.11592288733884015	0.07180192910993186	0.09069931725009435	0.08664299610013322
CM007	0.09114772080494134	0.10633180883266383	0.0	0.063749492610422	0.08383726397315049	0.10042434748588164	0.08599676238513496	0.09663335644157318	0.16688248618903817	0.14491778590783594	0.14225008549864374	0.06500276656046045	0.08046823249150388	0.15397800552351032	0.15242838649719592	0.1160424743577911	0.16322966728765814	0.21075430462409078	0.20527112822530447	0.16980156551242198	0.09756465911300727	0.1435330257862485	0.12445985480837643	0.14012044393138756	0.2366133206724142	0.20836267827878097	0.21021065295036218	0.1807096856607422	0.11090462188374575	0.1416761418144644	0.20830850187489666	0.1890651634370846	0.1833325194233831	0.16316658504433987	0.16790493264636489	0.1776425456699303	0.2015069138845076	0.23228415331790053	0.24594042818788936	0.1808976193407153	0.1862030720510014	0.2075299612374163	0.2176063301616148	0.13678843017130823	0.142544216385255	0.11374848275059675	0.1215388213584353	0.10635447767220503	0.10060025455246	0.11024687114461458	0.10524517666038671	0.12759064976939277	0.13163434491807627	0.1554654904624279	0.12150097171661267	0.13017673171901567	0.1527769466949018	0.14560104931529064	0.12799546130563225	0.099829849922586	0.15147737542439882	0.13962701348676781	0.18726376220373323	0.17044302361279523	0.10053014066454993	0.09968044994512665	0.14802392771175776	0.1964110935351203	0.14738468330950294	0.09328832505080731	0.07809514978639032	0.12582958555278545	0.1414312163970687	0.11988206307503481	0.10213214617095791	0.07560579485248163	0.07759676910780682	0.0797787346019998	0.1506946821558805	0.12509867034896793	0.11715928656803198	0.11555549118373984	0.13966811695698134	0.1383159716082555	0.11895446294588619	0.10730190515072785	0.26071874874534295	0.09106611685895477	0.14750940666793644	0.15406168423323627	0.15054021311627439	0.16788943459891226	0.16651053576274846	0.17030745025117194	0.10008826037447482	0.16193809427721212	0.10662277795619364	0.09880820953577678	0.15531870603402154	0.15880701497591454	0.19243508323655922	0.1678172731785782	0.11262170559367127	0.09609077994881766	0.17770916837829331	0.17515228996960708	0.17540770514491422	0.13655348039725834	0.06524371133914693	0.07009309006164913	0.07730427030002086	0.06985499722028438	0.10541151325151063	0.16993555711549732	0.17939199030957242	0.0639062610369554	0.058906544137015474	0.0654450223745618	0.055280183717063634	0.07293256523437022	0.08485048015668828	0.07224224429708127	0.08403148227634821	0.09098561843197554	0.06255221849666918	0.06291155934810205	0.07837252407777755	0.07782032024239259	0.10831108337550287	0.07545446642932746	0.08086495952025104	0.0682681526562895	0.10164420799352299	0.09627519591058975	0.04892791938203932	0.1173114004997349	0.10489921008472969	0.12064361272625156	0.11501931216086703	0.07069843964565606	0.08602527551067479	0.10637100935996194	0.10823196937188898	0.08307643009599236	0.04873487639468718	0.10259143413075877	0.10194927081254228	0.1040511536443834	0.10798065300379212	0.17435982896084545	0.15029783603799424	0.13335366438469803	0.1547832394406796	0.1703056502855216	0.1497223114960544	0.16417016659015285	0.15710200288867124	0.1276322375496187	0.1916873090905025	0.17157126434007988	0.1190198084288955	0.1636384105054665	0.1552660718004111
CM009	0.09747781028850039	0.0724128017784218	0.063749492610422	0.0	0.08407120308109145	0.07173018713743709	0.05968970239074599	0.07496304672861054	0.1366719040525733	0.1092493409426448	0.11472538439712746	0.07811458171259614	0.06551057908309087	0.13903434173246804	0.12974253539443387	0.11041916671655255	0.14641205204826901	0.19574308681279018	0.19298815754015075	0.14477371448893017	0.09728409115507823	0.1189378189756675	0.12188778634206676	0.13197243075532492	0.21381201365456382	0.1981432662215895	0.1922339357782638	0.16033609715450334	0.12238628003878349	0.123577304908456	0.20365958705049447	0.18971229636602832	0.17205384067321372	0.1434701728632165	0.14939633036259228	0.15362312829638738	0.18423943586058794	0.215864161947795	0.22607588662326025	0.1589747052620883	0.16172711644690302	0.19725971871852013	0.20325667036643635	0.11590495584849142	0.1166095980459447	0.0974882211278169	0.09761289803399988	0.09434156831095192	0.10625055807770542	0.09214934933538321	0.08475803222292677	0.11236829489504949	0.11792686867300395	0.1324505135634516	0.09688755434682422	0.11011265572605061	0.1267962664588337	0.11826348971504942	0.1325035335785814	0.11388489426420997	0.16182268431100266	0.14534804506339621	0.16613072624346512	0.15040679639532115	0.1235287917886226	0.11169137648042388	0.14819919732622905	0.16714231666435966	0.13807859459046137	0.09068628178732537	0.09871240120973224	0.1155314466637486	0.1196964273593643	0.09931305285555533	0.09628342314558633	0.07918876313790303	0.10543786097076023	0.08852178097978149	0.12593546199771555	0.10440194489760816	0.10517939800224438	0.10505912678456998	0.11943110145923357	0.11695989156487117	0.1088859995299001	0.09325348901454728	0.22692980086896494	0.09349425542894527	0.11772379924759799	0.1323599140569755	0.12497387294290085	0.1442575478234688	0.1377230047683846	0.172203560865976	0.08474903826809199	0.13283047220766467	0.0977698147593105	0.1010063618519059	0.15578197345011552	0.1313300878594509	0.17491500972225338	0.14691021829602588	0.08949899253937076	0.07359248517608744	0.14412162459415048	0.1440046195290338	0.1502043925334909	0.1177402017281727	0.10870643503181662	0.08400423580337713	0.09929259543643115	0.08006308234007115	0.08877039161219716	0.1445789742705236	0.16238968167658013	0.11007159746486064	0.09644981886751505	0.07238518805935162	0.09011646535925179	0.07922881445211444	0.08993585154225532	0.0937438859517799	0.0808574534808909	0.077111600668239	0.09369290342523448	0.09305703550763221	0.1140118756028709	0.07745019932536536	0.09467143570109643	0.08748849571498124	0.06512428200862658	0.07658174236502646	0.08230680801421672	0.10264675408494423	0.07343601635935178	0.09294755974509493	0.0841573354773783	0.09477494395804108	0.09112234882215986	0.07357607196642545	0.0753065212776263	0.10885627775743598	0.11404158194934963	0.0850924354137246	0.08257227338731006	0.10131139021952743	0.10664963059374273	0.1029534467488221	0.10503608384958041	0.15065718222410468	0.12436262221785187	0.10494285081289123	0.12135510382527002	0.14442692632351786	0.13109615800950686	0.14633863826527418	0.1304309146822294	0.09434394185303793	0.1593017226170258	0.1350680817298465	0.09104450571564825	0.13382379026493346	0.13014514997446636
CM018	0.0523077629915243	0.07533623648403276	0.08383726397315049	0.08407120308109145	0.0	0.05333922681401322	0.05751799103712765	0.046868209497696926	0.14891626551047613	0.11207165484146026	0.11524187344121027	0.05866612289196076	0.06033436989085126	0.1255509106632828	0.13431789007929293	0.12039567831616019	0.14131136985933307	0.18356917507796403	0.17661540501166695	0.12627432631908753	0.1076775895003476	0.10702005710766402	0.08520566494231678	0.1118966131719571	0.20823876520733842	0.2055890648505943	0.18385780760622475	0.1532844377073275	0.12272384362810428	0.12296117414459136	0.21894643062366245	0.19658244789617763	0.1856665013787398	0.14461588628041477	0.13879700533350794	0.13735000728762622	0.16790309430761183	0.19722815179296846	0.21093679197172244	0.13629635543212418	0.14168840518431455	0.20123165024086495	0.201274283900021	0.1013662578246656	0.1042417048313117	0.07264288474948188	0.0810127178232075	0.060091143842279184	0.05968296838077906	0.0630438542438772	0.06408338777189679	0.07786816925299016	0.082899095193764	0.11272896992125113	0.10316630162448892	0.11767963146474007	0.11023096428261535	0.10311081392954609	0.10302282021528188	0.08162272045261909	0.1240964574406317	0.09919691599447128	0.13507006137070904	0.12048669943899967	0.09201951590903716	0.0700695365959514	0.11081315236085973	0.15216271119981825	0.10305474844310378	0.05607700826376927	0.08235950231984164	0.07980184296275307	0.0966832528010352	0.07954668765619409	0.07356390873410605	0.06531812398893685	0.09151225904993349	0.0727399565979603	0.10506378862499031	0.08273998634034707	0.07436141186148172	0.0751945412187759	0.09461808554547023	0.09458627898244507	0.07935400977397425	0.0715756458133697	0.22951974094809188	0.10043893072313816	0.10515619659585386	0.10848591145458754	0.10755388600832289	0.15726879720287665	0.16824937486919997	0.18417826647667102	0.07286218015412256	0.15116316929953286	0.06975734875588223	0.07316406275209587	0.16462947283812981	0.11715972571864806	0.18533339533672985	0.11732350511065741	0.08040910928920159	0.08471086491990353	0.14791168824916642	0.16791591720408852	0.1751853104356867	0.09878574192766561	0.08931364978736368	0.05958870758573086	0.06704678007606667	0.0693348566565406	0.05482897913681099	0.13830906404838364	0.1439092923115018	0.11496910131262883	0.09841886355734489	0.06851328388152038	0.09254921659615885	0.06018653230275692	0.09759955640987147	0.08104650326970414	0.08460786897157019	0.07056958358576844	0.0883073413635525	0.09035770696153889	0.10951253812713266	0.07540743872920473	0.08426634961718514	0.07529378796403552	0.07424410005924445	0.07645269177633979	0.09424770703792809	0.07243409926861646	0.08391116904364643	0.06779399910979507	0.07587366779930262	0.06641892633102514	0.0740254690249711	0.08491762744584475	0.06933496730675107	0.12472584877944667	0.1314327389333562	0.11161653660599875	0.09474352896097298	0.12721688914630663	0.12727048030926677	0.13037943452728903	0.06471187098820728	0.14487360633691182	0.11020367079103982	0.09740250966216883	0.1240193895165918	0.13815730309588709	0.11702838207234835	0.13403144764714345	0.1320994172451549	0.0991005508999637	0.1627205338095559	0.14409931822965086	0.06491674711109438	0.1236953069002546	0.11250820226632172
CM021	0.07701463276006193	0.055020150929326606	0.10042434748588164	0.07173018713743709	0.05333922681401322	0.0	0.04707649876683033	0.04344024470972699	0.13476572674227244	0.10437847669646069	0.12275259155258811	0.06631790148722017	0.05315865541201962	0.11784634160100149	0.12775013432883098	0.10228574482682255	0.13019336382985666	0.17646342891990177	0.1722954271567841	0.11633398791368385	0.10063561681568557	0.09302644017420343	0.09910563588035731	0.12396188650007806	0.19980610453419828	0.18798573838709864	0.16925736813008674	0.13739623393619854	0.12506996740608767	0.11446458410540213	0.19690064984783193	0.1819239791078764	0.1614353698169192	0.1286331837640177	0.12230375659638854	0.12653634523964225	0.15961332526498262	0.19084576306072762	0.19973487496933098	0.12551987659661376	0.13189964237748986	0.1865070937196581	0.18590608546833143	0.08470350938821784	0.09174458248493496	0.07516176769204447	0.07470602882888185	0.06530543809238756	0.07569618075455681	0.06169064650885007	0.05601010706184879	0.08387693028292775	0.0891282083833812	0.0995144989121466	0.06946366061726503	0.08332717741247143	0.08486563028386794	0.08013639858358207	0.1244868216210357	0.10582378670400051	0.1458928507647875	0.12186198551064968	0.13258449508710493	0.12159271964525341	0.11124015566624808	0.09561105780133229	0.13259543978694516	0.13893870772099465	0.11795383372834822	0.07637617797958351	0.10122874663298569	0.08500266525780027	0.08849795901045171	0.0855254278859234	0.07178717848358415	0.07712771895521256	0.0997413153872684	0.08073914564568792	0.08842254493606397	0.0787607832112668	0.08070551989061683	0.08051415210584392	0.08894533757351378	0.08871988322443046	0.08407211568707425	0.0709807567647118	0.21236371488112255	0.10494642592191612	0.08548617965698088	0.09281505395538332	0.09067423535579103	0.13422052940094928	0.14187190296147706	0.16784211701073348	0.06544798470172954	0.12405319456857965	0.09113031753694975	0.09653605040027713	0.14820061376968893	0.10270823720120681	0.16268767755461103	0.10166894017217552	0.05704073388219282	0.06333867260449448	0.12829212987392996	0.1420492735555844	0.1513095083673474	0.08607351450477495	0.11214744230581464	0.07782409887227168	0.09632508362418997	0.08635621182866465	0.06034299240782263	0.12442844822147914	0.13535288500369175	0.13153122289828229	0.11280806029169085	0.08366169762582047	0.11013077920658026	0.07072267417637317	0.09388905652190596	0.09675368161383405	0.07463975165293503	0.06780254440391476	0.10056048022060987	0.10208339104997	0.12517164389893837	0.07111576214787235	0.09916116343412258	0.08695175896621994	0.06626963709688627	0.08101426017353068	0.07182238367739421	0.09629025519551895	0.09214442917837204	0.05191636980192817	0.05911807261676855	0.051336905351056276	0.05901622069879396	0.08280362736188927	0.07139069088856755	0.1029632527414028	0.11053505982793758	0.08946346487423443	0.10411355626932818	0.10346518602056134	0.10571141514882024	0.10343655856347712	0.08851148117288148	0.14293898641715358	0.09764306320296051	0.09287576377395039	0.11865395747154339	0.13002957947122423	0.1275919071184156	0.14443813346664694	0.12615385355898392	0.08182630073067969	0.143886511111702	0.1296052679683761	0.052132591606448696	0.11151683075781911	0.09446865494828421
CM025	0.07992554388869301	0.07525232563402155	0.08599676238513496	0.05968970239074599	0.05751799103712765	0.04707649876683033	0.0	0.0548395166360617	0.15099663672368624	0.11157070195041525	0.12068894995976581	0.05856561911519881	0.0483031795274027	0.1424601430161449	0.143497363790268	0.11381243291225299	0.15565221949897481	0.19934355559641667	0.1958950629281785	0.1411955118793764	0.09576119788589958	0.11925306982291876	0.09549002401219447	0.11936612711082713	0.21985344438836885	0.20105824160716715	0.18986386327230256	0.16378308841346725	0.11928847130853058	0.1333383915770071	0.20591399533160978	0.19412791751345254	0.17218882250786638	0.1419475842146297	0.1477533835122369	0.15001586148179208	0.18231191917754513	0.21503201606553707	0.223339151089599	0.15473644579904727	0.1592415196223894	0.20140722530006175	0.20180454645112572	0.1124816900158735	0.1212661126906353	0.07716711085107764	0.078497496758734	0.07714241106737489	0.08301113422560642	0.07058878437128732	0.06306964159405308	0.08892114954180642	0.09624835570683173	0.11231429018345507	0.08320958731237614	0.09107429819874537	0.10670426555825269	0.10548268202853306	0.12711855795630556	0.1106507912275603	0.14029772130917054	0.12251871492277813	0.14228701825515133	0.1236929559086933	0.11371971311794501	0.09767797944448581	0.12358126163870216	0.14832979932375887	0.11541267247651811	0.07684786701146776	0.09119383150669903	0.0885218204250046	0.09383471259602784	0.0838854599623678	0.07114314926717705	0.06544675380336296	0.09183692674523035	0.07176184654528966	0.09890048138033104	0.07830787079199301	0.07338012326358977	0.07921268140126168	0.08963220143283163	0.09005807381624768	0.08187836205794174	0.06739089976956543	0.21899478511856416	0.1007628542432264	0.09787376431139203	0.10151645476036932	0.10058426425718654	0.15589097393998122	0.15622604516090213	0.17978798963020676	0.06472165776466784	0.14355205238049107	0.08936348090519466	0.09534652837487506	0.1595125926663638	0.113142158135627	0.1704662762100881	0.12201900570392911	0.07740595009457095	0.06792510640062803	0.15199743243858652	0.15643325930908122	0.16569900247024855	0.09955030739405077	0.09595218869191931	0.0667599250899644	0.09401718455310805	0.07153951503854976	0.06469242975127099	0.14656196257598186	0.15731657222435064	0.11769115167463275	0.09855984302766768	0.07053763397017243	0.09962809530130956	0.05988209344477839	0.08096624483050681	0.08701249723429946	0.06416505297603012	0.04959530686754009	0.08664597880047281	0.08992478805379313	0.11434979137394277	0.05608908209528967	0.08590256536484074	0.07450648137512052	0.051395550827341575	0.06068040656371125	0.06344998760274985	0.0835254301969463	0.07469997138187386	0.06219060743442973	0.06220181826557435	0.07109178938721022	0.06824728174880075	0.06343576164555002	0.05538825436807003	0.11529907165749892	0.12002341892229342	0.09495601887793466	0.08939887081964179	0.11514346522564986	0.1142237890539185	0.11524109173057864	0.07712581191497184	0.13913245991435222	0.09783328164518315	0.08308899792051364	0.11400188288330912	0.12776311424654618	0.11869494601478306	0.1340625342003944	0.1287446824929803	0.08877224229688435	0.15115485562725417	0.1348546808237351	0.06643133748972298	0.12840259350219188	0.10696338623226088
CM033	0.057408729794739766	0.051849876698659425	0.09663335644157318	0.07496304672861054	0.046868209497696926	0.04344024470972699	0.0548395166360617	0.0	0.12413749154892881	0.09028881218346158	0.09861287748617795	0.06536094133711506	0.05186263275607404	0.1024481192751325	0.11066803523851072	0.10721023799741589	0.11571951816919027	0.16070630797574656	0.15729310981944888	0.1068892185600608	0.09411491765378997	0.08247502714571141	0.08259433614632447	0.1094149192763575	0.18870308726053528	0.1945089649787093	0.15479233172350107	0.12369175931132873	0.12063870594245373	0.09878946644446604	0.20444242996493714	0.18825487519698514	0.16963355912288397	0.13567834093118342	0.13040097558572714	0.11536086809066472	0.1474722604842492	0.177275293868377	0.1848915281166105	0.12445497731707056	0.12383870786280197	0.19664285266834755	0.1964703676685177	0.09436666514069399	0.09398856339319725	0.06593974136204032	0.06039887403948476	0.06066307242137024	0.06764037754424043	0.056536553892587105	0.058940341385462336	0.06179187387465754	0.07070153570202592	0.09311319556677684	0.08930067418221753	0.10198959249602421	0.08497453998988466	0.07835211734588647	0.09685869672443129	0.07731346423315379	0.1286713592867116	0.10326485189193944	0.11922900941517388	0.10406983083675429	0.10468781846654215	0.07398009460761373	0.11735366469212409	0.13433387775215125	0.10057551478547175	0.06059864870063134	0.09116043282976713	0.07477341404673343	0.07739501245909329	0.06203474022751155	0.07932131340895655	0.07501612109316615	0.10140271438192135	0.08094455147986168	0.08760232042587622	0.06890608600514118	0.06742443872734688	0.072263138293108	0.0793767144650451	0.07832277280877428	0.08058578855425942	0.0759710563083026	0.21087934185357907	0.09760714821514184	0.08780161886522828	0.08911157667866922	0.08969340612668658	0.14191672201612912	0.1510271639028798	0.17300572394652775	0.07453876080575374	0.1344985995735421	0.060877036055467175	0.07705904482297865	0.15418933716517133	0.09773286521346755	0.1733310069497677	0.09905182447782554	0.06999597979004206	0.0758456048399582	0.13263402643005712	0.15134261938409424	0.1582505936678402	0.08221551900897228	0.10652034011737804	0.0682832704575847	0.0668692299286412	0.0827761698301918	0.049199907045762534	0.11842713542317534	0.12328820406840174	0.12474542683809287	0.10657706999258147	0.0792233436326516	0.1015760980103125	0.06879307291309253	0.09147026854544553	0.08998774255093156	0.07578712152715363	0.06079721391157439	0.09653102833065061	0.0935265849141481	0.1155872178163926	0.06845560707763142	0.07687229786311497	0.08358859175817653	0.060284075872490794	0.07830265636280757	0.08854455908391008	0.07987748106908293	0.09116894885343779	0.060184483707031604	0.06312639225546982	0.04669165011048055	0.061072774602509435	0.08006563905852294	0.07411117091867139	0.10977034943411171	0.11672422377683184	0.09549376458786303	0.10074409038394957	0.11350384720172071	0.11173635458885385	0.11341754499007725	0.06594756498059925	0.12949410379697116	0.09510512435050723	0.08219470116497825	0.10942088874080669	0.12391702332336031	0.11275656394751252	0.12612194697965085	0.11335943327960542	0.09220611910021204	0.14365393224746592	0.12828597086136873	0.05458004076272032	0.1015987435214435	0.0899209364984514
CM039	0.13913623096177113	0.10589388346093372	0.16688248618903817	0.1366719040525733	0.14891626551047613	0.13476572674227244	0.15099663672368624	0.12413749154892881	0.0	0.06405733270972581	0.0669208297690295	0.16717613536120332	0.15073342390620226	0.11406751996820641	0.10851331555685094	0.15695916335249374	0.08864592375940712	0.12426279752144684	0.11454591930886307	0.11910942643050461	0.18582286905128342	0.11709511459919404	0.1404987718768774	0.14828797294642768	0.15273314292629922	0.19956020314071585	0.12618975764605322	0.10806607058303475	0.22013368523013713	0.10607943696394133	0.21078082268753962	0.20080158910514484	0.1824559564137168	0.16438876001789512	0.1457066102717265	0.08588934125944697	0.10858479205485624	0.1436874182943138	0.1532242415219625	0.1703263159734825	0.15497120178344814	0.21655565612580324	0.22146606114924267	0.1674073934035477	0.15215750769123015	0.1624887957037531	0.1516810897201057	0.15840211705857907	0.16396634502809984	0.1581788301443462	0.15890517501801316	0.1296022463031436	0.1582084218423284	0.13271542891950186	0.16089299995689804	0.1725606638413672	0.1363364645352569	0.1254417770014457	0.11352420313163336	0.13189001645254694	0.16966770545593485	0.15238482669921702	0.16419898597789898	0.152457543775122	0.20138232475326487	0.15420768911360502	0.15457235142443224	0.14159222216698195	0.14190710993205363	0.15275543176705342	0.1861651496139907	0.1652998718812005	0.13619394496370904	0.10996824967186426	0.18019090271914345	0.17512049639178767	0.20119820405536198	0.18250556784059743	0.12784029206578001	0.14414701382172052	0.15254583616242456	0.16721787241968636	0.16241440765191478	0.1558775605892048	0.18173557670800625	0.1681079481535118	0.17508436656966003	0.16029877326932368	0.12051540966456459	0.12752629972757143	0.12448805053547553	0.1520706258141742	0.15447599361057254	0.18717549730629424	0.16096414176939938	0.15451802498113096	0.11957658097098584	0.14773458515254878	0.16572600903045578	0.11313909001045186	0.21282987361498168	0.13797836754352483	0.15066215682194048	0.15076541086276557	0.1492485785273045	0.16746050942462018	0.15940661207351486	0.13478431548549658	0.18777189534683772	0.1562014382582184	0.13446578317999872	0.15818497754038963	0.14276927249085666	0.1264274297824222	0.13849100824033017	0.19627501039184841	0.18704161635655325	0.15764671301369634	0.18007327209796448	0.16732428212145933	0.18674889898711564	0.18380449804952015	0.17420128509805796	0.16511975985262595	0.1864380146400513	0.18001516993093164	0.20156678155739935	0.16863319950692227	0.11371024584847704	0.13594546612110606	0.14339183786438645	0.16211255081232162	0.15500130150811564	0.14566483991980478	0.16369233573042927	0.13782342103282866	0.14873860077457754	0.12350744374065262	0.1270087066593622	0.16228897191054625	0.16128421242067525	0.14703035216815855	0.15130490792551424	0.1550257758971046	0.17222503340302062	0.1395843076178388	0.17017264207744595	0.14361306802444984	0.13418088633742115	0.12538455442425434	0.12672785315909849	0.139538216183339	0.10164325434335598	0.10558352971486794	0.12325799160207229	0.1273290467899063	0.08779035211825108	0.13084351487302945	0.11195452666692471	0.11024204702674735	0.1281603910109302	0.09849417865436898	0.10538934391610189
