	CM009	CM021	CM025	CM039	CM086	CM110	CM118	CM176	CM179	CM181	CM182	CM183	CM184	CM198	CM199	CM213	CM219	CM222	CM229	CM230	CM246	CM253	CM257	CM259	CM260	CM261	CM262	CM271	CM293	CM362	CM372	CM383	CM436	CM437	CM438	CM439	CM441	CM443	CM444	CM452	CM469	CM471	CM535	CM538	CM540	CM557
CM246	0.540133779264214	0.5607142857142857	0.5922509225092251	0.5646123260437376	0.501628664495114	0.5650623885918004	0.5796296296296296	0.46324786324786327	0.4774774774774775	0.47478991596638653	0.5212121212121212	0.5123456790123457	0.4397031539888683	0.5622710622710623	0.5576271186440678	0.451685393258427	0.5158371040723982	0.47161572052401746	0.5080831408775982	0.4584269662921348	0.0	0.5723684210526315	0.44536082474226807	0.4649298597194389	0.41523809523809524	0.5461689587426326	0.5482041587901701	0.5708333333333333	0.546448087431694	0.8	0.547244094488189	0.5381679389312977	0.5714285714285714	0.509594882729211	0.451063829787234	0.5753424657534246	0.5461847389558233	0.5227272727272727	0.48936170212765956	0.4962121212121212	0.5431861804222649	0.5480349344978166	0.5782608695652174	0.537525354969574	0.6283185840707964	0.5112540192926045
CM253	0.6237816764132553	0.5894039735099338	0.580952380952381	0.6430317848410758	0.6003717472118959	0.6220302375809935	0.6486486486486487	0.5675146771037182	0.625	0.4642857142857143	0.4893048128342246	0.45125348189415043	0.5219298245614035	0.5250596658711217	0.5630252100840336	0.5737704918032787	0.4670846394984326	0.4595375722543353	0.43973941368078173	0.4690265486725664	0.5723684210526315	0.0	0.4948717948717949	0.48737373737373735	0.5022522522522522	0.4171270718232044	0.4470284237726098	0.3931888544891641	0.4976190476190476	0.697452229299363	0.5130208333333334	0.5025	0.5414201183431953	0.5303867403314917	0.5390625	0.5352564102564102	0.5026881720430108	0.5386666666666666	0.4914004914004914	0.5519630484988453	0.4742268041237113	0.5178571428571429	0.48757763975155277	0.5343915343915344	0.5664556962025317	0.6324324324324324
CM257	0.5807017543859649	0.547945205479452	0.5407098121085595	0.594017094017094	0.4956063268892794	0.5413385826771654	0.5682281059063137	0.45940959409594095	0.5109717868338558	0.4200477326968974	0.46436781609195404	0.423444976076555	0.391304347826087	0.49478079331941544	0.5038022813688213	0.49033816425120774	0.5088161209068011	0.463768115942029	0.5486284289276808	0.5083932853717026	0.44536082474226807	0.4948717948717949	0.0	0.3443396226415094	0.389937106918239	0.4774774774774775	0.4827586206896552	0.5155131264916468	0.549407114624506	0.7602905569007264	0.4785553047404063	0.546583850931677	0.5320197044334976	0.48086124401913877	0.4665127020785219	0.5454545454545454	0.48623853211009177	0.47183098591549294	0.42417582417582417	0.4631578947368421	0.527542372881356	0.569047619047619	0.5783132530120482	0.5870967741935483	0.61	0.5214408233276158
CM259	0.5545774647887324	0.5359223300970873	0.5094339622641509	0.6099585062240664	0.4825174825174825	0.5350194552529183	0.5467479674796748	0.4543795620437956	0.4802527646129542	0.35609756097560974	0.3847980997624703	0.38313253012048193	0.34591194968553457	0.488659793814433	0.4751908396946565	0.5116822429906542	0.5196078431372549	0.4965197215777262	0.5721153846153846	0.49406175771971494	0.4649298597194389	0.48737373737373735	0.3443396226415094	0.0	0.3225806451612903	0.425629290617849	0.4366812227074236	0.45742092457420924	0.5050100200400801	0.7494033412887828	0.4444444444444444	0.5247933884297521	0.5170731707317073	0.4740566037735849	0.47404063205417607	0.5295629820051414	0.45161290322580644	0.4363207547169811	0.39072847682119205	0.4279661016949153	0.48283261802575106	0.5744186046511628	0.5768321513002365	0.5796178343949044	0.6112469437652812	0.505982905982906
CM260	0.5577235772357724	0.5383244206773619	0.536723163841808	0.6191369606003753	0.44073455759599334	0.5081967213114754	0.5483271375464684	0.4121739130434783	0.4329268292682927	0.3947939262472885	0.4194915254237288	0.41163793103448276	0.35260115606936415	0.48674242424242425	0.4525939177101968	0.5042553191489362	0.5403050108932462	0.5031446540880503	0.5745140388768899	0.5138004246284501	0.41523809523809524	0.5022522522522522	0.389937106918239	0.3225806451612903	0.0	0.4517453798767967	0.42655935613682094	0.48156182212581344	0.49070631970260226	0.7759336099585062	0.4869215291750503	0.5	0.5628997867803838	0.5083682008368201	0.5040322580645161	0.5695067264573991	0.49079754601226994	0.4620253164556962	0.40040241448692154	0.43410852713178294	0.49317738791423	0.5854166666666667	0.5966386554621849	0.581081081081081	0.6481876332622601	0.505564387917329
CM261	0.5752688172043011	0.5469061876247505	0.569937369519833	0.6268656716417911	0.5507745266781411	0.6125954198473282	0.6164658634538153	0.5045537340619308	0.5329153605015674	0.45714285714285713	0.4719626168224299	0.4894613583138173	0.4491869918699187	0.4957446808510638	0.5105973025048169	0.5823665893271461	0.5292620865139949	0.4975845410628019	0.5130890052356021	0.5098039215686274	0.5461689587426326	0.4171270718232044	0.4774774774774775	0.425629290617849	0.4517453798767967	0.0	0.3878504672897196	0.4166666666666667	0.45493562231759654	0.7230769230769231	0.4827586206896552	0.5010893246187363	0.5665024630541872	0.5524475524475524	0.5458612975391499	0.596401028277635	0.5011600928074246	0.5389908256880734	0.45154185022026433	0.4926315789473684	0.44874715261959	0.5577395577395577	0.5268542199488491	0.5353075170842825	0.5958549222797928	0.5723905723905723
CM262	0.5907534246575342	0.5654648956356736	0.5625	0.6369168356997972	0.5353535353535354	0.6146788990825688	0.6211538461538462	0.48663101604278075	0.5259938837920489	0.48089887640449436	0.48444444444444446	0.48423423423423423	0.44901960784313727	0.5121457489878543	0.5083798882681564	0.5608108108108109	0.5147058823529411	0.48130841121495327	0.5320197044334976	0.5	0.5482041587901701	0.4470284237726098	0.4827586206896552	0.4366812227074236	0.42655935613682094	0.3878504672897196	0.0	0.45255474452554745	0.4609053497942387	0.7476190476190476	0.5043478260869565	0.5237113402061856	0.5747663551401869	0.5448430493273543	0.5543710021321961	0.5965770171149144	0.5219298245614035	0.5416666666666666	0.46750524109014674	0.4939271255060729	0.45869565217391306	0.5563380281690141	0.5339805825242718	0.544468546637744	0.6063569682151589	0.5686274509803921
CM271	0.6071428571428571	0.5690021231422505	0.5494252873563218	0.6498855835240275	0.585278276481149	0.6376518218623481	0.6314655172413793	0.539047619047619	0.5774193548387097	0.45714285714285713	0.47715736040609136	0.480719794344473	0.49469214437367304	0.5424107142857143	0.564870259481038	0.5790816326530612	0.4942528735632184	0.48128342245989303	0.47477744807121663	0.4904632152588556	0.5708333333333333	0.3931888544891641	0.5155131264916468	0.45742092457420924	0.48156182212581344	0.4166666666666667	0.45255474452554745	0.0	0.4547563805104408	0.6824925816023739	0.49627791563275436	0.5186915887850467	0.5373961218836565	0.5157068062827225	0.563855421686747	0.5486725663716814	0.5088161209068011	0.5314861460957179	0.4906976744186046	0.4988662131519274	0.4594594594594595	0.547683923705722	0.504297994269341	0.5456790123456791	0.5895953757225434	0.5971731448763251
CM293	0.5468483816013628	0.5028571428571429	0.5169660678642715	0.6153846153846154	0.5049833887043189	0.6395147313691508	0.6343692870201096	0.45789473684210524	0.4754601226993865	0.5168067226890757	0.5228215767634855	0.5354166666666667	0.4739776951672863	0.5456273764258555	0.5472027972027972	0.6091476091476091	0.5610859728506787	0.4988962472406181	0.5475638051044084	0.52	0.546448087431694	0.4976190476190476	0.549407114624506	0.5050100200400801	0.49070631970260226	0.45493562231759654	0.4609053497942387	0.4547563805104408	0.0	0.7420814479638009	0.4690831556503198	0.5227722772277228	0.5682326621923938	0.5366379310344828	0.5341614906832298	0.6178489702517163	0.5084745762711864	0.5368421052631579	0.4563894523326572	0.4823529411764706	0.4038876889848812	0.5407239819004525	0.535796766743649	0.5426195426195426	0.6143187066974596	0.5
CM362	0.8116760828625236	0.7974413646055437	0.7535885167464115	0.7969924812030075	0.8084358523725835	0.8197064989517819	0.8041002277904328	0.7878228782287823	0.8213740458015267	0.7362924281984334	0.7403598971722365	0.7408376963350786	0.7598343685300207	0.7659090909090909	0.7868525896414342	0.7753424657534247	0.7300613496932515	0.7348066298342542	0.7133757961783439	0.7277936962750716	0.8	0.697452229299363	0.7602905569007264	0.7494033412887828	0.7759336099585062	0.7230769230769231	0.7476190476190476	0.6824925816023739	0.7420814479638009	0.0	0.731457800511509	0.7670588235294118	0.7333333333333333	0.7305555555555555	0.766497461928934	0.7181208053691275	0.7382198952879581	0.728494623655914	0.7551963048498845	0.7595505617977528	0.7451456310679612	0.7335329341317365	0.7244582043343654	0.7526041666666666	0.7357859531772575	0.806282722513089
CM372	0.5476190476190477	0.49377593360995853	0.4922737306843267	0.6133909287257019	0.48375451263537905	0.6111111111111112	0.6287425149700598	0.48613678373382624	0.5291338582677165	0.44711538461538464	0.4801864801864802	0.46904761904761905	0.4688128772635815	0.5403726708074534	0.5397727272727273	0.5771028037383178	0.5671641791044776	0.5514018691588785	0.5670886075949367	0.5571428571428572	0.547244094488189	0.5130208333333334	0.4785553047404063	0.4444444444444444	0.4869215291750503	0.4827586206896552	0.5043478260869565	0.49627791563275436	0.4690831556503198	0.731457800511509	0.0	0.521551724137931	0.5279187817258884	0.5084337349397591	0.4716981132075472	0.5415549597855228	0.4519230769230769	0.4587378640776699	0.43526785714285715	0.437636761487965	0.47757847533632286	0.5696821515892421	0.5505050505050505	0.5912087912087912	0.6224489795918368	0.4756756756756757
CM383	0.5869191049913941	0.5665399239543726	0.5665322580645161	0.5953878406708596	0.5436241610738255	0.5765595463137996	0.603515625	0.5546075085324232	0.5769230769230769	0.481981981981982	0.531317494600432	0.5285087719298246	0.5169172932330827	0.571150097465887	0.5706618962432916	0.5588235294117647	0.5788235294117647	0.5339366515837104	0.5721153846153846	0.535796766743649	0.5381679389312977	0.5025	0.546583850931677	0.5247933884297521	0.5	0.5010893246187363	0.5237113402061856	0.5186915887850467	0.5227722772277228	0.7670588235294118	0.521551724137931	0.0	0.5523809523809524	0.5460674157303371	0.48769574944071586	0.57	0.4966442953020134	0.489749430523918	0.44562899786780386	0.4949290060851927	0.5052854122621564	0.5677570093457944	0.5563549160671463	0.5361050328227571	0.6180048661800487	0.5505804311774462
CM436	0.6143410852713178	0.6153846153846154	0.566350710900474	0.5757575757575758	0.6245487364620939	0.6263269639065817	0.6221719457013575	0.5804597701149425	0.6369426751592356	0.4973544973544973	0.5357142857142857	0.5209424083769634	0.5590717299578059	0.5878378378378378	0.6195219123505976	0.48717948717948717	0.5222551928783383	0.4860335195530726	0.5519287833827893	0.5292479108635098	0.5714285714285714	0.5414201183431953	0.5320197044334976	0.5170731707317073	0.5628997867803838	0.5665024630541872	0.5747663551401869	0.5373961218836565	0.5682326621923938	0.7333333333333333	0.5279187817258884	0.5523809523809524	0.0	0.3850746268656716	0.4166666666666667	0.40955631399317405	0.46612466124661245	0.4265536723163842	0.48048780487804876	0.5	0.5233415233415234	0.5	0.5149700598802395	0.5710659898477157	0.5607476635514018	0.6036363636363636
