	CM009	CM021	CM025	CM039	CM086	CM110	CM118	CM176	CM179	CM181	CM182	CM183	CM184	CM198	CM199	CM213	CM219	CM222	CM229	CM230	CM246	CM253	CM257	CM259	CM260	CM261	CM262	CM271	CM293	CM362	CM372	CM383	CM436	CM437	CM438	CM439	CM441	CM443	CM444	CM452	CM469	CM471	CM535	CM538	CM540	CM557
CM246	0.0870043838679431	0.07141384251189506	0.07937404027224729	0.15234104250014432	0.10850462134067856	0.19403977496617208	0.2035905904016963	0.04951657033754862	0.06372204614691869	0.04701770704028396	0.04760475242755012	0.049727130264853224	0.04610068987601062	0.09883742078564445	0.09783432514254127	0.08534935459145923	0.07703118781447178	0.11190914926120014	0.10635342178084918	0.1394192086278429	0.0	0.0872410140763303	0.04001584901448141	0.06166125440408888	0.04766887747245736	0.10432872248260058	0.07881091482788889	0.07125979248022699	0.10584026148910695	0.18250284870200634	0.06784549986925219	0.13899855659022992	0.08576804578486347	0.07205105732683614	0.0548165896285721	0.0668101021489596	0.052686947095824395	0.06310404770452965	0.0769305861061035	0.07233496901317196	0.09704310262184337	0.06646774678605397	0.09439316125538257	0.1249859588873468	0.11849380517753152	0.11815914877790674
CM253	0.11993187782666652	0.0864563956812548	0.09481276973624786	0.13085814641100688	0.10368790945138301	0.239509157506621	0.2481502945315324	0.0753152272260892	0.06032882820093422	0.08760817661797324	0.09789070817489828	0.07862400037917341	0.07094267180125763	0.09175061579778049	0.0981802484181793	0.10519734725448629	0.06428806543076628	0.07902653892403902	0.06988679189092718	0.10372951523525172	0.0872410140763303	0.0	0.10471729134512782	0.12146815490826493	0.10808770339173247	0.030033611112851025	0.0340883647001692	0.06466467450154169	0.05935266063412974	0.19324017399052915	0.09080847111898575	0.17005174724083524	0.15113435952804916	0.1334655575875364	0.10970598666959126	0.1300720673805417	0.10898960965040126	0.12280782440390012	0.09618071325794081	0.10100874339217779	0.09724227849794574	0.09683144372995427	0.07104322142376482	0.07484046767986316	0.07491619202340931	0.10410603833511833
CM257	0.07589692078026611	0.0792361747453674	0.07359602284497174	0.1754257350367282	0.12250311148246994	0.18222474481353698	0.1885429768731613	0.06080742851343703	0.07834540130411473	0.05048646713175247	0.04912725309289259	0.05188560031426277	0.048490699692242414	0.10965547219926722	0.10637605378250355	0.10647814826873904	0.09490313643562656	0.13373599309253936	0.12581195482983454	0.1655217328363345	0.04001584901448141	0.10471729134512782	0.0	0.034222349237943143	0.023712613733308595	0.12079454128217862	0.09657057894178452	0.08217079483460549	0.1260376264671722	0.19418248843080976	0.061311885688009334	0.1573102832811259	0.07268314293043858	0.05847785139074716	0.04811561094708394	0.05318327088936349	0.03257903187800096	0.04736044627355727	0.06383749297124204	0.05893704326938251	0.0882455923015137	0.08488132503881798	0.11520147029765092	0.14866538794167372	0.1403564431002363	0.13535378081732685
CM259	0.09149393021139413	0.09555330404111073	0.09150193178894606	0.19449213927614006	0.1361108224380213	0.20324838456422117	0.19400320062085405	0.06914698987513655	0.09010267949004691	0.057447805519088874	0.062086107280038286	0.06473482717942444	0.06365157746797502	0.11172847310079623	0.11279490432990016	0.12490230058789208	0.10772324147819692	0.15177604940625022	0.13996185658738874	0.18192538966777333	0.06166125440408888	0.12146815490826493	0.034222349237943143	0.0	0.024987163070817334	0.13638413888951026	0.11199318109651284	0.09597627912526739	0.140232977969113	0.20864450478669885	0.07763955394618326	0.17791298971608546	0.05665888357667514	0.04849157798154499	0.06602945631282738	0.050662858986462965	0.04435136430612804	0.03919538527365482	0.061694498344151576	0.05738143073747332	0.10024595655909947	0.09641432288346334	0.12901776305946036	0.16335874529927089	0.15545023658302728	0.1529914973626729
CM260	0.07682843031179144	0.08050217617120765	0.07509661101108617	0.1796289475198271	0.1222940534311358	0.1886073005513264	0.19389476079886422	0.05602360634306979	0.07413031269687442	0.04621505082095542	0.057393278483442965	0.04951588382771929	0.04950039481844701	0.09934164486305955	0.09959366896711805	0.10948624107824945	0.09494497688412515	0.13692236132211544	0.13030762065478702	0.16693467028849113	0.04766887747245736	0.10808770339173247	0.023712613733308595	0.024987163070817334	0.0	0.12274172165628978	0.09898616444930554	0.08307036742276877	0.12556463057804396	0.19510949602087568	0.06199320603455646	0.1630841011084803	0.06749909307718058	0.05928148429821393	0.05227439473844451	0.05432994695936058	0.03147255524949065	0.0423999542807412	0.06132994115747245	0.056204060623591984	0.08492332327010867	0.08902809975214218	0.11472539446440623	0.14850177158315317	0.14186754953174488	0.13615266071983628
CM261	0.13005029091028336	0.08998043765724341	0.10163378974223486	0.12979135603306696	0.09730696793337898	0.24746325898929247	0.2563821988869319	0.08801428142303797	0.07242089572951005	0.10381385886573648	0.11112964111085805	0.09345249957187553	0.08524800250765344	0.0970868091760805	0.10369871153001273	0.10318022918613948	0.06629599330669829	0.07606965402079287	0.06314741609495858	0.09697302025175811	0.10432872248260058	0.030033611112851025	0.12079454128217862	0.13638413888951026	0.12274172165628978	0.0	0.03832277354159103	0.06779798289010734	0.05774206538320174	0.1984071754158092	0.10271507688628949	0.17904168022809527	0.16804227538537655	0.15047964996259616	0.12535797768816348	0.1495826013400843	0.12334437452324039	0.13842677601098521	0.10676151866075709	0.11166933799123498	0.09654510357312125	0.10480136339259498	0.07930813721554351	0.07345401805052976	0.08287362221072196	0.09353099218696112
CM262	0.10660418198115927	0.07604850363628222	0.08125148980814581	0.1411732620698909	0.11811528812556712	0.23529464951333678	0.24454192938048558	0.06808374588147988	0.055247674184197786	0.08007243507907061	0.08691321512703949	0.07062443636365966	0.06317621252774666	0.08494143751097002	0.09158587912763626	0.11437007086290986	0.07607181953137804	0.08969974949917302	0.0773824992938986	0.11921716124216067	0.07881091482788889	0.0340883647001692	0.09657057894178452	0.11199318109651284	0.09898616444930554	0.03832277354159103	0.0	0.041890159278864435	0.046876526075050835	0.18574131493095486	0.0862086004031071	0.16597982798788255	0.1404504731912033	0.1227469962704069	0.09847093734227719	0.12387421447830574	0.09892364688664428	0.11484645828147681	0.08315592043700418	0.08813902505946865	0.07616499551592792	0.0770658234411822	0.05409472890839527	0.07798050488256064	0.07605452918544936	0.11371781478577256
CM271	0.0918948643378897	0.06992805696291474	0.06902246900078657	0.16638992579224013	0.14853257024981834	0.23364191394868603	0.24200860179051892	0.06469569410290477	0.07602724600270627	0.07266540355311947	0.07633839726136338	0.0702488028866506	0.05825733777590081	0.10881935495186781	0.11305963626674882	0.1306390763001284	0.0923083042349256	0.11256359873259597	0.08877736683003416	0.14386844362854742	0.07125979248022699	0.06466467450154169	0.08217079483460549	0.09597627912526739	0.08307036742276877	0.06779798289010734	0.041890159278864435	0.0	0.07216788312845729	0.16606297230331935	0.08269864506240154	0.16602587849333658	0.12375577241178903	0.10577522565335933	0.08324105559367385	0.10933086449642285	0.08495130112139382	0.10126077168312302	0.07703310252153156	0.07952578134196336	0.06203492998939251	0.06302414341166006	0.057084722937077045	0.09615262731898026	0.09248411895844502	0.14023543398065383
CM293	0.12534680384493574	0.08374220419719525	0.09741967818462113	0.11888022848398563	0.10549629002394724	0.22068291912955557	0.23202732012541022	0.09501599946750519	0.0756403303898504	0.10546608176453985	0.11379916102169119	0.09622782294062482	0.08700232947338157	0.08052541827109595	0.08378680555242997	0.1315539493451575	0.1023375679451439	0.10849944096700223	0.09942409315915983	0.11399188779756199	0.10584026148910695	0.05935266063412974	0.1260376264671722	0.140232977969113	0.12556463057804396	0.05774206538320174	0.046876526075050835	0.07216788312845729	0.0	0.17228754230822665	0.08573486976330298	0.15282436315943831	0.16766719671263186	0.14995680390395152	0.12260568173280768	0.14807013040996211	0.12206762783102229	0.13841930651823292	0.10786451866715863	0.11032180805994729	0.0775847503500588	0.09698183818233877	0.070346027483913	0.07946788407190994	0.08929128413904314	0.09199085671277249
CM362	0.18574086625903707	0.16493703930919898	0.17381986916762243	0.21071379056478345	0.2081639155968923	0.21556849516826343	0.2231793549003624	0.19047743199528744	0.18951945389223057	0.18470155409065883	0.1942378990958346	0.1853230911493248	0.17879169880385434	0.17792674651645324	0.17488828055629196	0.22204112695655367	0.21510399200462693	0.22951238859379564	0.2237782095201073	0.23156154624783426	0.18250284870200634	0.19324017399052915	0.19418248843080976	0.20864450478669885	0.19510949602087568	0.1984071754158092	0.18574131493095486	0.16606297230331935	0.17228754230822665	0.0	0.1709131636049299	0.16496853342137832	0.21509780629850192	0.20649881261830164	0.18950113506952096	0.20049396484288767	0.19720617371650356	0.20171205893045163	0.19038602259778348	0.1939297549389162	0.1771440414400598	0.18386660720336048	0.18059058119378518	0.20198455268503523	0.21076498207376218	0.20402774815922306
CM372	0.0794427768368519	0.062321606839906694	0.06565239063115953	0.14916756915997958	0.10587084624749654	0.17490936352004868	0.18281685959181312	0.07787828169146249	0.07437378567350159	0.07455451354694119	0.0899208650030693	0.07054271369912554	0.05449655139365953	0.09010570756988741	0.08926754787761484	0.13900604663715038	0.11392375887696969	0.13712371805777765	0.14312010348594173	0.1386075225535457	0.06784549986925219	0.09080847111898575	0.061311885688009334	0.07763955394618326	0.06199320603455646	0.10271507688628949	0.0862086004031071	0.08269864506240154	0.08573486976330298	0.1709131636049299	0.0	0.13375021561576012	0.1023588752182147	0.08477252258650184	0.06373239217941541	0.07687677024152728	0.05893263927473088	0.07104965280847512	0.05559623714146965	0.05847471710437685	0.06744226353369734	0.1001741356983443	0.09906052248863709	0.1213182706733175	0.13090262218225884	0.10654286294809387
CM383	0.14532098652155367	0.12474401141437205	0.15016548919110653	0.14769787454208966	0.14261547732028607	0.14893586794017166	0.15400219253240735	0.15325931542635568	0.15015278854956193	0.13867172846539538	0.14919058159540172	0.14170111651426825	0.14265441848607247	0.13908129876862058	0.12166944423847094	0.17581764621476575	0.19085519574357535	0.20356766543741575	0.214157936727184	0.2010876234528482	0.13899855659022992	0.17005174724083524	0.1573102832811259	0.17791298971608546	0.1630841011084803	0.17904168022809527	0.16597982798788255	0.16602587849333658	0.15282436315943831	0.16496853342137832	0.13375021561576012	0.0	0.19023976670995513	0.18059502888938	0.1572293302505525	0.16991552207736402	0.14931493158918094	0.16205518009032044	0.16071631435968817	0.15368794937632752	0.16843488920684335	0.16922377910487207	0.17205119732959556	0.18647570171095113	0.20091761638189756	0.14213833411632165
